year,source,metric,value_tonnes
1842,castaneda_2013,production_tonnes,54.76
1842,castaneda_2013,stock_lower,5322.79
1842,castaneda_2013,stock_upper,5588.8
1843,castaneda_2013,production_tonnes,54.76
1843,castaneda_2013,stock_lower,5377.55
1843,castaneda_2013,stock_upper,5643.5
1844,castaneda_2013,production_tonnes,54.76
1844,castaneda_2013,stock_lower,5432.3
1844,castaneda_2013,stock_upper,5698.3
1845,castaneda_2013,production_tonnes,54.76
1845,castaneda_2013,stock_lower,5487.06
1845,castaneda_2013,stock_upper,5753.1
1846,castaneda_2013,production_tonnes,54.76
1846,castaneda_2013,stock_lower,5541.82
1846,castaneda_2013,stock_upper,5807.8
1847,castaneda_2013,production_tonnes,54.76
1847,castaneda_2013,stock_lower,5596.58
1847,castaneda_2013,stock_upper,5862.6
1848,castaneda_2013,production_tonnes,54.76
1848,castaneda_2013,stock_lower,5651.34
1848,castaneda_2013,stock_upper,5917.3
1849,castaneda_2013,production_tonnes,54.76
1849,castaneda_2013,stock_lower,5706.1
1849,castaneda_2013,stock_upper,5972.1
1850,castaneda_2013,production_tonnes,54.76
1850,castaneda_2013,stock_lower,5760.86
1850,castaneda_2013,stock_upper,6026.9
1851,castaneda_2013,production_tonnes,199.39
1851,castaneda_2013,stock_lower,5960.24
1851,castaneda_2013,stock_upper,6226.2
1852,castaneda_2013,production_tonnes,199.39
1852,castaneda_2013,stock_lower,6159.63
1852,castaneda_2013,stock_upper,6425.6
1853,castaneda_2013,production_tonnes,199.39
1853,castaneda_2013,stock_lower,6359.02
1853,castaneda_2013,stock_upper,6625
1854,castaneda_2013,production_tonnes,199.39
1854,castaneda_2013,stock_lower,6558.41
1854,castaneda_2013,stock_upper,6824.4
1855,castaneda_2013,production_tonnes,199.39
1855,castaneda_2013,stock_lower,6757.79
1855,castaneda_2013,stock_upper,7023.8
1856,castaneda_2013,production_tonnes,201.75
1856,castaneda_2013,stock_lower,6959.54
1856,castaneda_2013,stock_upper,7225.5
1857,castaneda_2013,production_tonnes,201.75
1857,castaneda_2013,stock_lower,7161.29
1857,castaneda_2013,stock_upper,7427.3
1858,castaneda_2013,production_tonnes,201.75
1858,castaneda_2013,stock_lower,7363.04
1858,castaneda_2013,stock_upper,7629
1859,castaneda_2013,production_tonnes,201.75
1859,castaneda_2013,stock_lower,7564.79
1859,castaneda_2013,stock_upper,7830.8
1860,castaneda_2013,production_tonnes,201.75
1860,castaneda_2013,stock_lower,7766.54
1860,castaneda_2013,stock_upper,8032.5
1861,castaneda_2013,production_tonnes,185.06
1861,castaneda_2013,stock_lower,7951.6
1861,castaneda_2013,stock_upper,8217.6
1862,castaneda_2013,production_tonnes,185.06
1862,castaneda_2013,stock_lower,8136.65
1862,castaneda_2013,stock_upper,8402.7
1863,castaneda_2013,production_tonnes,185.06
1863,castaneda_2013,stock_lower,8321.71
1863,castaneda_2013,stock_upper,8587.7
1864,castaneda_2013,production_tonnes,185.06
1864,castaneda_2013,stock_lower,8506.77
1864,castaneda_2013,stock_upper,8772.8
1865,castaneda_2013,production_tonnes,185.06
1865,castaneda_2013,stock_lower,8691.82
1865,castaneda_2013,stock_upper,8957.8
1866,castaneda_2013,production_tonnes,195.03
1866,castaneda_2013,stock_lower,8886.85
1866,castaneda_2013,stock_upper,9152.8
1867,castaneda_2013,production_tonnes,195.03
1867,castaneda_2013,stock_lower,9081.87
1867,castaneda_2013,stock_upper,9347.9
1868,castaneda_2013,production_tonnes,195.03
1868,castaneda_2013,stock_lower,9276.9
1868,castaneda_2013,stock_upper,9542.9
1869,castaneda_2013,production_tonnes,195.03
1869,castaneda_2013,stock_lower,9471.93
1869,castaneda_2013,stock_upper,9737.9
1870,castaneda_2013,production_tonnes,195.03
1870,castaneda_2013,stock_lower,9666.95
1870,castaneda_2013,stock_upper,9933
1871,castaneda_2013,production_tonnes,173.9
1871,castaneda_2013,stock_lower,9840.85
1871,castaneda_2013,stock_upper,10106.9
1872,castaneda_2013,production_tonnes,173.9
1872,castaneda_2013,stock_lower,10014.76
1872,castaneda_2013,stock_upper,10280.8
1873,castaneda_2013,production_tonnes,173.9
1873,castaneda_2013,stock_lower,10188.66
1873,castaneda_2013,stock_upper,10454.7
1874,castaneda_2013,production_tonnes,173.9
1874,castaneda_2013,stock_lower,10362.56
1874,castaneda_2013,stock_upper,10628.6
1875,castaneda_2013,production_tonnes,173.9
1875,castaneda_2013,stock_lower,10536.47
1875,castaneda_2013,stock_upper,10802.5
1876,castaneda_2013,production_tonnes,165.96
1876,castaneda_2013,stock_lower,10702.42
1876,castaneda_2013,stock_upper,10968.4
1877,castaneda_2013,production_tonnes,179.44
1877,castaneda_2013,stock_lower,10881.87
1877,castaneda_2013,stock_upper,11147.9
1878,castaneda_2013,production_tonnes,185.85
1878,castaneda_2013,stock_lower,11067.71
1878,castaneda_2013,stock_upper,11333.7
1879,castaneda_2013,production_tonnes,167.31
1879,castaneda_2013,stock_lower,11235.02
1879,castaneda_2013,stock_upper,11501
1880,castaneda_2013,production_tonnes,163.51
1880,castaneda_2013,stock_lower,11398.54
1880,castaneda_2013,stock_upper,11664.5
1881,castaneda_2013,production_tonnes,160.68
1881,castaneda_2013,stock_lower,11559.21
1881,castaneda_2013,stock_upper,11825.2
1882,castaneda_2013,production_tonnes,153.82
1882,castaneda_2013,stock_lower,11713.03
1882,castaneda_2013,stock_upper,11979
1883,castaneda_2013,production_tonnes,148.58
1883,castaneda_2013,stock_lower,11861.61
1883,castaneda_2013,stock_upper,12127.6
1884,castaneda_2013,production_tonnes,155.75
1884,castaneda_2013,stock_lower,12017.36
1884,castaneda_2013,stock_upper,12283.4
1885,castaneda_2013,production_tonnes,155.97
1885,castaneda_2013,stock_lower,12173.33
1885,castaneda_2013,stock_upper,12439.3
1886,castaneda_2013,production_tonnes,159.74
1886,castaneda_2013,stock_lower,12333.07
1886,castaneda_2013,stock_upper,12599.1
1887,castaneda_2013,production_tonnes,159.15
1887,castaneda_2013,stock_lower,12492.22
1887,castaneda_2013,stock_upper,12758.2
1888,castaneda_2013,production_tonnes,165.81
1888,castaneda_2013,stock_lower,12658.03
1888,castaneda_2013,stock_upper,12924
1889,castaneda_2013,production_tonnes,185.81
1889,castaneda_2013,stock_lower,12843.83
1889,castaneda_2013,stock_upper,13109.8
1890,castaneda_2013,production_tonnes,178.82
1890,castaneda_2013,stock_lower,13022.65
1890,castaneda_2013,stock_upper,13288.7
1891,castaneda_2013,production_tonnes,196.58
1891,castaneda_2013,stock_lower,13219.23
1891,castaneda_2013,stock_upper,13485.2
1892,castaneda_2013,production_tonnes,220.66
1892,castaneda_2013,stock_lower,13439.89
1892,castaneda_2013,stock_upper,13705.9
1893,castaneda_2013,production_tonnes,236.97
1893,castaneda_2013,stock_lower,13676.86
1893,castaneda_2013,stock_upper,13942.9
1894,castaneda_2013,production_tonnes,272.6
1894,castaneda_2013,stock_lower,13949.46
1894,castaneda_2013,stock_upper,14215.5
1895,castaneda_2013,production_tonnes,299.07
1895,castaneda_2013,stock_lower,14248.53
1895,castaneda_2013,stock_upper,14514.5
1896,castaneda_2013,production_tonnes,304.31
1896,castaneda_2013,stock_lower,14552.84
1896,castaneda_2013,stock_upper,14818.8
1897,castaneda_2013,production_tonnes,355.2
1897,castaneda_2013,stock_lower,14908.04
1897,castaneda_2013,stock_upper,15174
1898,castaneda_2013,production_tonnes,417.41
1898,castaneda_2013,stock_lower,15325.45
1898,castaneda_2013,stock_upper,15591.5
1899,castaneda_2013,production_tonnes,461.51
1899,castaneda_2013,stock_lower,15786.96
1899,castaneda_2013,stock_upper,16053
1900,castaneda_2013,production_tonnes,383.04
1900,castaneda_2013,stock_lower,16170
1900,castaneda_2013,stock_upper,16436
1901,castaneda_2013,production_tonnes,392.7
1901,castaneda_2013,stock_lower,16562.7
1901,castaneda_2013,stock_upper,16828.7
1902,castaneda_2013,production_tonnes,446.48
1902,castaneda_2013,stock_lower,17009.18
1902,castaneda_2013,stock_upper,17275.2
1903,castaneda_2013,production_tonnes,493.07
1903,castaneda_2013,stock_lower,17502.25
1903,castaneda_2013,stock_upper,17768.2
1904,castaneda_2013,production_tonnes,522.67
1904,castaneda_2013,stock_lower,18024.92
1904,castaneda_2013,stock_upper,18290.9
1905,castaneda_2013,production_tonnes,572.19
1905,castaneda_2013,stock_lower,18597.11
1905,castaneda_2013,stock_upper,18863.1
1906,castaneda_2013,production_tonnes,605.88
1906,castaneda_2013,stock_lower,19202.99
1906,castaneda_2013,stock_upper,19469
1907,castaneda_2013,production_tonnes,621.43
1907,castaneda_2013,stock_lower,19824.42
1907,castaneda_2013,stock_upper,20090.4
1908,castaneda_2013,production_tonnes,666.79
1908,castaneda_2013,stock_lower,20491.22
1908,castaneda_2013,stock_upper,20757.2
1909,castaneda_2013,production_tonnes,682.99
1909,castaneda_2013,stock_lower,21174.21
1909,castaneda_2013,stock_upper,21440.2
1910,castaneda_2013,production_tonnes,684.94
1910,castaneda_2013,stock_lower,21859.14
1910,castaneda_2013,stock_upper,22125.1
1911,castaneda_2013,production_tonnes,695.3
1911,castaneda_2013,stock_lower,22554.45
1911,castaneda_2013,stock_upper,22820.4
1912,castaneda_2013,production_tonnes,701.14
1912,castaneda_2013,stock_lower,23255.58
1912,castaneda_2013,stock_upper,23521.6
1913,castaneda_2013,production_tonnes,713.45
1913,castaneda_2013,stock_lower,23969.03
1913,castaneda_2013,stock_upper,24235
1914,castaneda_2013,production_tonnes,679.1
1914,castaneda_2013,stock_lower,24648.14
1914,castaneda_2013,stock_upper,24914.1
1915,castaneda_2013,production_tonnes,710.86
1915,castaneda_2013,stock_lower,25358.99
1915,castaneda_2013,stock_upper,25625
1916,castaneda_2013,production_tonnes,677.81
1916,castaneda_2013,stock_lower,26036.8
1916,castaneda_2013,stock_upper,26302.8
1917,castaneda_2013,production_tonnes,638.93
1917,castaneda_2013,stock_lower,26675.73
1917,castaneda_2013,stock_upper,26941.7
1918,castaneda_2013,production_tonnes,575.42
1918,castaneda_2013,stock_lower,27251.15
1918,castaneda_2013,stock_upper,27517.2
1919,castaneda_2013,production_tonnes,535.25
1919,castaneda_2013,stock_lower,27786.4
1919,castaneda_2013,stock_upper,28052.4
1920,castaneda_2013,production_tonnes,501.55
1920,castaneda_2013,stock_lower,28287.95
1920,castaneda_2013,stock_upper,28554
1921,castaneda_2013,production_tonnes,497.02
1921,castaneda_2013,stock_lower,28784.97
1921,castaneda_2013,stock_upper,29051
1922,castaneda_2013,production_tonnes,488.59
1922,castaneda_2013,stock_lower,29273.56
1922,castaneda_2013,stock_upper,29539.6
1923,castaneda_2013,production_tonnes,570.24
1923,castaneda_2013,stock_lower,29843.8
1923,castaneda_2013,stock_upper,30109.8
1924,castaneda_2013,production_tonnes,598.75
1924,castaneda_2013,stock_lower,30442.55
1924,castaneda_2013,stock_upper,30708.6
1925,castaneda_2013,production_tonnes,602.64
1925,castaneda_2013,stock_lower,31045.19
1925,castaneda_2013,stock_upper,31311.2
1926,castaneda_2013,production_tonnes,601.99
1926,castaneda_2013,stock_lower,31647.18
1926,castaneda_2013,stock_upper,31913.2
1927,castaneda_2013,production_tonnes,604.58
1927,castaneda_2013,stock_lower,32251.77
1927,castaneda_2013,stock_upper,32517.8
1928,castaneda_2013,production_tonnes,603.29
1928,castaneda_2013,stock_lower,32855.06
1928,castaneda_2013,stock_upper,33121.1
1929,castaneda_2013,production_tonnes,618.84
1929,castaneda_2013,stock_lower,33473.9
1929,castaneda_2013,stock_upper,33739.9
1930,castaneda_2013,production_tonnes,648
1930,castaneda_2013,stock_lower,34121.9
1930,castaneda_2013,stock_upper,34387.9
1931,castaneda_2013,production_tonnes,696.6
1931,castaneda_2013,stock_lower,34818.5
1931,castaneda_2013,stock_upper,35084.5
1932,castaneda_2013,production_tonnes,756.86
1932,castaneda_2013,stock_lower,35575.36
1932,castaneda_2013,stock_upper,35841.4
1933,castaneda_2013,production_tonnes,1378.3
1933,castaneda_2013,stock_lower,36953.66
1933,castaneda_2013,stock_upper,37219.7
1934,castaneda_2013,production_tonnes,849.53
1934,castaneda_2013,stock_lower,37803.18
1934,castaneda_2013,stock_upper,38069.2
1935,castaneda_2013,production_tonnes,920.16
1935,castaneda_2013,stock_lower,38723.34
1935,castaneda_2013,stock_upper,38989.3
1936,castaneda_2013,production_tonnes,1031.62
1936,castaneda_2013,stock_lower,39754.96
1936,castaneda_2013,stock_upper,40021
1937,castaneda_2013,production_tonnes,1088.64
1937,castaneda_2013,stock_lower,40843.6
1937,castaneda_2013,stock_upper,41109.6
1938,castaneda_2013,production_tonnes,1164.46
1938,castaneda_2013,stock_lower,42008.06
1938,castaneda_2013,stock_upper,42274.1
1939,castaneda_2013,production_tonnes,1215
1939,castaneda_2013,stock_lower,43223.06
1939,castaneda_2013,stock_upper,43489.1
1940,castaneda_2013,production_tonnes,1273.97
1940,castaneda_2013,stock_lower,44497.02
1940,castaneda_2013,stock_upper,44763
1941,castaneda_2013,production_tonnes,1224.07
1941,castaneda_2013,stock_lower,45721.1
1941,castaneda_2013,stock_upper,45987.1
1942,castaneda_2013,production_tonnes,1071.14
1942,castaneda_2013,stock_lower,46792.24
1942,castaneda_2013,stock_upper,47058.2
1943,castaneda_2013,production_tonnes,828.79
1943,castaneda_2013,stock_lower,47621.03
1943,castaneda_2013,stock_upper,47887
1944,castaneda_2013,production_tonnes,745.2
1944,castaneda_2013,stock_lower,48366.23
1944,castaneda_2013,stock_upper,48632.2
1945,castaneda_2013,production_tonnes,716.69
1945,castaneda_2013,stock_lower,49082.92
1945,castaneda_2013,stock_upper,49348.9
1946,castaneda_2013,production_tonnes,726.41
1946,castaneda_2013,stock_lower,49809.33
1946,castaneda_2013,stock_upper,50075.3
1947,castaneda_2013,production_tonnes,732.24
1947,castaneda_2013,stock_lower,50541.57
1947,castaneda_2013,stock_upper,50807.6
1948,castaneda_2013,production_tonnes,753.62
1948,castaneda_2013,stock_lower,51295.19
1948,castaneda_2013,stock_upper,51561.2
1949,castaneda_2013,production_tonnes,774.36
1949,castaneda_2013,stock_lower,52069.55
1949,castaneda_2013,stock_upper,52335.6
1950,castaneda_2013,production_tonnes,800.93
1950,castaneda_2013,stock_lower,52870.48
1950,castaneda_2013,stock_upper,53136.5
1951,castaneda_2013,production_tonnes,784.08
1951,castaneda_2013,stock_lower,53654.56
1951,castaneda_2013,stock_upper,53920.6
1952,castaneda_2013,production_tonnes,806.76
1952,castaneda_2013,stock_lower,54461.32
1952,castaneda_2013,stock_upper,54727.3
1953,castaneda_2013,production_tonnes,803.52
1953,castaneda_2013,stock_lower,55264.84
1953,castaneda_2013,stock_upper,55530.8
1954,castaneda_2013,production_tonnes,850.18
1954,castaneda_2013,stock_lower,56115.02
1954,castaneda_2013,stock_upper,56381
1955,castaneda_2013,production_tonnes,891
1955,castaneda_2013,stock_lower,57006.02
1955,castaneda_2013,stock_upper,57272
1956,castaneda_2013,production_tonnes,928.58
1956,castaneda_2013,stock_lower,57934.6
1956,castaneda_2013,stock_upper,58200.6
1957,castaneda_2013,production_tonnes,965.52
1957,castaneda_2013,stock_lower,58900.12
1957,castaneda_2013,stock_upper,59166.1
1958,castaneda_2013,production_tonnes,995.98
1958,castaneda_2013,stock_lower,59896.1
1958,castaneda_2013,stock_upper,60162.1
1959,castaneda_2013,production_tonnes,1067.9
1959,castaneda_2013,stock_lower,60964
1959,castaneda_2013,stock_upper,61230
1960,castaneda_2013,production_tonnes,1116.5
1960,castaneda_2013,stock_lower,62080.5
1960,castaneda_2013,stock_upper,62346.5
1961,castaneda_2013,production_tonnes,1151.5
1961,castaneda_2013,stock_lower,63232
1961,castaneda_2013,stock_upper,63498
1962,castaneda_2013,production_tonnes,1231.85
1962,castaneda_2013,stock_lower,64463.85
1962,castaneda_2013,stock_upper,64729.8
1963,castaneda_2013,production_tonnes,1308.96
1963,castaneda_2013,stock_lower,65772.81
1963,castaneda_2013,stock_upper,66038.8
1964,castaneda_2013,production_tonnes,1352.38
1964,castaneda_2013,stock_lower,67125.18
1964,castaneda_2013,stock_upper,67391.2
1965,castaneda_2013,production_tonnes,1382.83
1965,castaneda_2013,stock_lower,68508.02
1965,castaneda_2013,stock_upper,68774
1966,castaneda_2013,production_tonnes,1383.48
1966,castaneda_2013,stock_lower,69891.5
1966,castaneda_2013,stock_upper,70157.5
1967,castaneda_2013,production_tonnes,1354.32
1967,castaneda_2013,stock_lower,71245.82
1967,castaneda_2013,stock_upper,71511.8
1968,castaneda_2013,production_tonnes,1355.62
1968,castaneda_2013,stock_lower,72601.43
1968,castaneda_2013,stock_upper,72867.4
1969,castaneda_2013,production_tonnes,1355.62
1969,castaneda_2013,stock_lower,73957.05
1969,castaneda_2013,stock_upper,74223
1970,castaneda_2013,production_tonnes,1393.2
1970,castaneda_2013,stock_lower,75350.25
1970,castaneda_2013,stock_upper,75616.2
1971,castaneda_2013,production_tonnes,1355.62
1971,castaneda_2013,stock_lower,76705.86
1971,castaneda_2013,stock_upper,76971.9
1972,castaneda_2013,production_tonnes,1382.83
1972,castaneda_2013,stock_lower,78088.7
1972,castaneda_2013,stock_upper,78354.7
1973,castaneda_2013,production_tonnes,1350
1973,castaneda_2013,stock_lower,79438.7
1973,castaneda_2013,stock_upper,79704.7
1974,castaneda_2013,production_tonnes,1250
1974,castaneda_2013,stock_lower,80688.7
1974,castaneda_2013,stock_upper,80954.7
1975,castaneda_2013,production_tonnes,1200
1975,castaneda_2013,stock_lower,81888.7
1975,castaneda_2013,stock_upper,82154.7
1976,castaneda_2013,production_tonnes,1210
1976,castaneda_2013,stock_lower,83098.7
1976,castaneda_2013,stock_upper,83364.7
1977,castaneda_2013,production_tonnes,1210
1977,castaneda_2013,stock_lower,84308.7
1977,castaneda_2013,stock_upper,84574.7
1978,castaneda_2013,production_tonnes,1210
1978,castaneda_2013,stock_lower,85518.7
1978,castaneda_2013,stock_upper,85784.7
1979,castaneda_2013,production_tonnes,1210
1979,castaneda_2013,stock_lower,86728.7
1979,castaneda_2013,stock_upper,86994.7
1980,castaneda_2013,production_tonnes,1220
1980,castaneda_2013,stock_lower,87948.7
1980,castaneda_2013,stock_upper,88214.7
1981,castaneda_2013,production_tonnes,1280
1981,castaneda_2013,stock_lower,89228.7
1981,castaneda_2013,stock_upper,89494.7
1982,castaneda_2013,production_tonnes,1340
1982,castaneda_2013,stock_lower,90568.7
1982,castaneda_2013,stock_upper,90834.7
1983,castaneda_2013,production_tonnes,1400
1983,castaneda_2013,stock_lower,91968.7
1983,castaneda_2013,stock_upper,92234.7
1984,castaneda_2013,production_tonnes,1460
1984,castaneda_2013,stock_lower,93428.7
1984,castaneda_2013,stock_upper,93694.7
1985,castaneda_2013,production_tonnes,1530
1985,castaneda_2013,stock_lower,94958.7
1985,castaneda_2013,stock_upper,95224.7
1986,castaneda_2013,production_tonnes,1610
1986,castaneda_2013,stock_lower,96568.7
1986,castaneda_2013,stock_upper,96834.7
1987,castaneda_2013,production_tonnes,1660
1987,castaneda_2013,stock_lower,98228.7
1987,castaneda_2013,stock_upper,98494.7
1988,castaneda_2013,production_tonnes,1870
1988,castaneda_2013,stock_lower,100098.7
1988,castaneda_2013,stock_upper,100364.7
1989,castaneda_2013,production_tonnes,2010
1989,castaneda_2013,stock_lower,102108.7
1989,castaneda_2013,stock_upper,102374.7
1990,castaneda_2013,production_tonnes,2180
1990,castaneda_2013,stock_lower,104288.7
1990,castaneda_2013,stock_upper,104554.7
1991,castaneda_2013,production_tonnes,2160
1991,castaneda_2013,stock_lower,106448.7
1991,castaneda_2013,stock_upper,106714.7
1992,castaneda_2013,production_tonnes,2260
1992,castaneda_2013,stock_lower,108708.7
1992,castaneda_2013,stock_upper,108974.7
1993,castaneda_2013,production_tonnes,2280
1993,castaneda_2013,stock_lower,110988.7
1993,castaneda_2013,stock_upper,111254.7
1994,castaneda_2013,production_tonnes,2260
1994,castaneda_2013,stock_lower,113248.7
1994,castaneda_2013,stock_upper,113514.7
1995,castaneda_2013,production_tonnes,2230
1995,castaneda_2013,stock_lower,115478.7
1995,castaneda_2013,stock_upper,115744.7
1996,castaneda_2013,production_tonnes,2290
1996,castaneda_2013,stock_lower,117768.7
1996,castaneda_2013,stock_upper,118034.7
1997,castaneda_2013,production_tonnes,2450
1997,castaneda_2013,stock_lower,120218.7
1997,castaneda_2013,stock_upper,120484.7
1998,castaneda_2013,production_tonnes,2500
1998,castaneda_2013,stock_lower,122718.7
1998,castaneda_2013,stock_upper,122984.7
1999,castaneda_2013,production_tonnes,2570
1999,castaneda_2013,stock_lower,125288.7
1999,castaneda_2013,stock_upper,125554.7
2000,castaneda_2013,production_tonnes,2590
2000,castaneda_2013,stock_lower,127878.7
2000,castaneda_2013,stock_upper,128144.7
2001,castaneda_2013,production_tonnes,2600
2001,castaneda_2013,stock_lower,130478.7
2001,castaneda_2013,stock_upper,130744.7
2002,castaneda_2013,production_tonnes,2550
2002,castaneda_2013,stock_lower,133028.7
2002,castaneda_2013,stock_upper,133294.7
2003,castaneda_2013,production_tonnes,2540
2003,castaneda_2013,stock_lower,135568.7
2003,castaneda_2013,stock_upper,135834.7
2004,castaneda_2013,production_tonnes,2420
2004,castaneda_2013,stock_lower,137988.7
2004,castaneda_2013,stock_upper,138254.7
2005,castaneda_2013,production_tonnes,2470
2005,castaneda_2013,stock_lower,140458.7
2005,castaneda_2013,stock_upper,140724.7
2006,castaneda_2013,production_tonnes,2370
2006,castaneda_2013,stock_lower,142828.7
2006,castaneda_2013,stock_upper,143094.7
2007,castaneda_2013,production_tonnes,2360
2007,castaneda_2013,stock_lower,145188.7
2007,castaneda_2013,stock_upper,145454.7
2008,castaneda_2013,production_tonnes,2290
2008,castaneda_2013,stock_lower,147478.7
2008,castaneda_2013,stock_upper,147744.7
2009,castaneda_2013,production_tonnes,2450
2009,castaneda_2013,stock_lower,149928.7
2009,castaneda_2013,stock_upper,150194.7
2010,castaneda_2013,production_tonnes,2586
2010,castaneda_2013,stock_lower,152514.7
2010,castaneda_2013,stock_upper,152780.7
2011,castaneda_2013,production_tonnes,2809
2011,castaneda_2013,stock_lower,155323.7
2011,castaneda_2013,stock_upper,155589.7
2012,castaneda_2013,production_tonnes,2847.7
2012,castaneda_2013,stock_lower,158171.4
2012,castaneda_2013,stock_upper,158437.4
